EPOCHS_EMPTY_FROM_MVT_TMIN,EPOCHS_LENGTH,EPOCHS_TMIN,FMAX,FMIN,pipeline,clf__C,clf__gamma,clf__kernel,cov__estimator,ss__with_mean,ts__metric,score_A,score_B,score_C,score_X,duration_preprocessing,duration_train,memory,FILE_PATH,NUMBER_OF_SESSIONS,RANDOM_STATE,N_SPLIT,BINARY_CLASSIFICATION,VERSION,PATH_RESULTS,NAME_RESULTS,PATH_DATA_PROCESSED,FOLDER_RESULTS_ITERATIONS,NAME_RESULTS_ITERATIONS,LOG_FOLDER,SAVE_EACH_ITERATION,REMOVE_ITERATIONS,REMOVE_DATA_PROCESSED
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='lwf')),
                ('ts', TangentSpace(metric='logeuclid')),
                ('ss', StandardScaler(with_mean=False)),
                ('clf', SVC(C=0.01, gamma=0.1, kernel='poly'))])",0.01,0.1,poly,lwf,False,logeuclid,0.8406263955677493,0.8198856875625686,0.7293007910343341,0.8438803813747651,455.2990026473999,237.17350482940674,1772.36328125,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()),
                ('clf', SVC(C=0.01, gamma=0.1, kernel='sigmoid'))])",0.01,0.1,sigmoid,oas,True,riemann,0.670640830979129,0.6870242984375098,0.6667655286241009,0.6560003947640551,455.2990026473999,347.79620838165283,1788.82421875,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='lwf')),
                ('ts', TangentSpace(metric='euclid')), ('ss', StandardScaler()),
                ('clf', SVC(C=0.01, gamma=0.1, kernel='sigmoid'))])",0.01,0.1,sigmoid,lwf,True,euclid,0.5320685786287,0.5843239859244125,0.5262046013661386,0.5294458356276748,455.2990026473999,215.28217601776123,2305.359375,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances()),
                ('ts', TangentSpace(metric='logeuclid')),
                ('ss', StandardScaler(with_mean=False)),
                ('clf', SVC(C=0.01, gamma=0.1, kernel='sigmoid'))])",0.01,0.1,sigmoid,scm,False,logeuclid,0.6529753644272278,0.6573108877252006,0.6483840941508714,0.6357331391611365,455.2990026473999,182.56071257591248,1770.265625,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='lwf')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC(C=0.01, gamma=0.2))])",0.01,0.2,rbf,lwf,True,riemann,0.5,0.7189229965942723,0.5,0.5,455.2990026473999,368.6443841457367,1785.0546875,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances()), ('ts', TangentSpace(metric='euclid')),
                ('ss', StandardScaler()), ('clf', SVC(C=0.01, gamma=0.2))])",0.01,0.2,rbf,scm,True,euclid,0.5,0.5500575984700729,0.5,0.5,455.2990026473999,169.7048418521881,1771.4375,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='oas')),
                ('ts', TangentSpace(metric='logeuclid')),
                ('ss', StandardScaler(with_mean=False)),
                ('clf', SVC(C=0.01, gamma=0.2, kernel='linear'))])",0.01,0.2,linear,oas,False,logeuclid,0.8087313543387367,0.7805295299455196,0.7282394554010183,0.8049836527355332,455.2990026473999,183.9119484424591,1765.16796875,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances()), ('ts', TangentSpace()),
                ('ss', StandardScaler()),
                ('clf', SVC(C=0.01, gamma=0.2, kernel='linear'))])",0.01,0.2,linear,scm,True,riemann,0.8104594504000833,0.7920001754632512,0.7300694168398949,0.8079000511326941,455.2990026473999,240.65205121040344,2255.2421875,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='oas')),
                ('ts', TangentSpace(metric='euclid')), ('ss', StandardScaler()),
                ('clf', SVC(C=0.01, gamma=0.2, kernel='poly'))])",0.01,0.2,poly,oas,True,euclid,0.7844939436340028,0.7540329999823432,0.6598101875965898,0.7770352322338483,455.2990026473999,177.49172043800354,1796.08984375,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='lwf')),
                ('ts', TangentSpace(metric='logeuclid')),
                ('ss', StandardScaler(with_mean=False)),
                ('clf', SVC(C=0.01, gamma=0.2, kernel='poly'))])",0.01,0.2,poly,lwf,False,logeuclid,0.8406263955677493,0.8198856875625686,0.7293007910343341,0.8438803813747651,455.2990026473999,237.75182628631592,1772.5546875,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()),
                ('clf', SVC(C=0.01, gamma=0.2, kernel='sigmoid'))])",0.01,0.2,sigmoid,oas,True,riemann,0.6685760349277836,0.6748986837639185,0.6573445597504493,0.6470220959959976,455.2990026473999,341.3471267223358,1788.75,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='lwf')),
                ('ts', TangentSpace(metric='euclid')), ('ss', StandardScaler()),
                ('clf', SVC(C=0.01, gamma=0.2, kernel='sigmoid'))])",0.01,0.2,sigmoid,lwf,True,euclid,0.5087048484526902,0.5880513179790908,0.5097411245132324,0.5047309244882493,455.2990026473999,216.61468148231506,1765.953125,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances()),
                ('ts', TangentSpace(metric='logeuclid')),
                ('ss', StandardScaler(with_mean=False)),
                ('clf', SVC(C=0.01, gamma=0.2, kernel='sigmoid'))])",0.01,0.2,sigmoid,scm,False,logeuclid,0.6506694493683958,0.6501873621058412,0.6386802817331201,0.6311588411150619,455.2990026473999,182.54491019248962,1770.234375,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='lwf')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC(C=0.01, gamma=0.5))])",0.01,0.5,rbf,lwf,True,riemann,0.5,0.7151027115999187,0.5,0.5,455.2990026473999,369.17536759376526,1785.0546875,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances()), ('ts', TangentSpace(metric='euclid')),
                ('ss', StandardScaler()), ('clf', SVC(C=0.01, gamma=0.5))])",0.01,0.5,rbf,scm,True,euclid,0.5,0.5199133544214006,0.5,0.5,455.2990026473999,168.5815007686615,2281.8046875,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='oas')),
                ('ts', TangentSpace(metric='logeuclid')),
                ('ss', StandardScaler(with_mean=False)),
                ('clf', SVC(C=0.01, gamma=0.5, kernel='linear'))])",0.01,0.5,linear,oas,False,logeuclid,0.8087313543387367,0.7805295299455196,0.7282394554010183,0.8049836527355332,455.2990026473999,182.94505381584167,1765.12109375,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances()), ('ts', TangentSpace()),
                ('ss', StandardScaler()),
                ('clf', SVC(C=0.01, gamma=0.5, kernel='linear'))])",0.01,0.5,linear,scm,True,riemann,0.8104594504000833,0.7920001754632512,0.7300694168398949,0.8079000511326941,455.2990026473999,248.58881497383118,1776.0859375,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='oas')),
                ('ts', TangentSpace(metric='euclid')), ('ss', StandardScaler()),
                ('clf', SVC(C=0.01, gamma=0.5, kernel='poly'))])",0.01,0.5,poly,oas,True,euclid,0.7542792787630562,0.736748736486023,0.6492431668600973,0.7546393664140114,455.2990026473999,183.32816076278687,1795.22265625,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='lwf')),
                ('ts', TangentSpace(metric='logeuclid')),
                ('ss', StandardScaler(with_mean=False)),
                ('clf', SVC(C=0.01, gamma=0.5, kernel='poly'))])",0.01,0.5,poly,lwf,False,logeuclid,0.8409570833984372,0.8198856875625686,0.7293007910343341,0.8438803813747651,455.2990026473999,238.57068753242493,2281.8046875,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()),
                ('clf', SVC(C=0.01, gamma=0.5, kernel='sigmoid'))])",0.01,0.5,sigmoid,oas,True,riemann,0.6658472647431746,0.6744126264273904,0.6571389141800186,0.6419469977748609,455.2990026473999,336.1494405269623,1788.70703125,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='lwf')),
                ('ts', TangentSpace(metric='euclid')), ('ss', StandardScaler()),
                ('clf', SVC(C=0.01, gamma=0.5, kernel='sigmoid'))])",0.01,0.5,sigmoid,lwf,True,euclid,0.5052308905838865,0.5657350241271882,0.507027584665463,0.496893779947288,455.2990026473999,214.86802172660828,1767.93359375,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances()),
                ('ts', TangentSpace(metric='logeuclid')),
                ('ss', StandardScaler(with_mean=False)),
                ('clf', SVC(C=0.01, gamma=0.5, kernel='sigmoid'))])",0.01,0.5,sigmoid,scm,False,logeuclid,0.6420196247287657,0.64903919627728,0.6338581933420206,0.6271599201831005,455.2990026473999,179.36883926391602,1770.1953125,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='lwf')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC(C=0.01, gamma=0.7))])",0.01,0.7,rbf,lwf,True,riemann,0.5,0.713770927628615,0.5,0.5,455.2990026473999,364.264600276947,1787.453125,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances()), ('ts', TangentSpace(metric='euclid')),
                ('ss', StandardScaler()), ('clf', SVC(C=0.01, gamma=0.7))])",0.01,0.7,rbf,scm,True,euclid,0.5,0.513946508874901,0.5,0.5,455.2990026473999,171.7642993927002,1769.1796875,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='oas')),
                ('ts', TangentSpace(metric='logeuclid')),
                ('ss', StandardScaler(with_mean=False)),
                ('clf', SVC(C=0.01, gamma=0.7, kernel='linear'))])",0.01,0.7,linear,oas,False,logeuclid,0.8087313543387367,0.7805295299455196,0.7282394554010183,0.8049836527355332,455.2990026473999,181.23073863983154,2255.25,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances()), ('ts', TangentSpace()),
                ('ss', StandardScaler()),
                ('clf', SVC(C=0.01, gamma=0.7, kernel='linear'))])",0.01,0.7,linear,scm,True,riemann,0.8104594504000833,0.7920001754632512,0.7300694168398949,0.8079000511326941,455.2990026473999,250.38134574890137,1776.015625,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='oas')),
                ('ts', TangentSpace(metric='euclid')), ('ss', StandardScaler()),
                ('clf', SVC(C=0.01, gamma=0.7, kernel='poly'))])",0.01,0.7,poly,oas,True,euclid,0.7507864034559834,0.7364162914505652,0.6511481461495181,0.7555673943815037,455.2990026473999,189.51128959655762,1795.20703125,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='lwf')),
                ('ts', TangentSpace(metric='logeuclid')),
                ('ss', StandardScaler(with_mean=False)),
                ('clf', SVC(C=0.01, gamma=0.7, kernel='poly'))])",0.01,0.7,poly,lwf,False,logeuclid,0.8409570833984372,0.8198856875625686,0.7293007910343341,0.8438803813747651,455.2990026473999,239.26531100273132,1770.28515625,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()),
                ('clf', SVC(C=0.01, gamma=0.7, kernel='sigmoid'))])",0.01,0.7,sigmoid,oas,True,riemann,0.6664258590162978,0.6752419591612681,0.6561083973377652,0.6416934063970968,455.2990026473999,339.3737494945526,1788.7265625,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='lwf')),
                ('ts', TangentSpace(metric='euclid')), ('ss', StandardScaler()),
                ('clf', SVC(C=0.01, gamma=0.7, kernel='sigmoid'))])",0.01,0.7,sigmoid,lwf,True,euclid,0.504224686062057,0.5591080885262578,0.506695856837476,0.49479005790166153,455.2990026473999,208.42340803146362,2305.3671875,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances()),
                ('ts', TangentSpace(metric='logeuclid')),
                ('ss', StandardScaler(with_mean=False)),
                ('clf', SVC(C=0.01, gamma=0.7, kernel='sigmoid'))])",0.01,0.7,sigmoid,scm,False,logeuclid,0.6356388103327448,0.6498625711420127,0.6337718399610592,0.6259117646666783,455.2990026473999,176.22369408607483,1770.21484375,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='lwf')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC(C=0.01, gamma=1))])",0.01,1,rbf,lwf,True,riemann,0.5,0.6441321221168397,0.5,0.5,455.2990026473999,367.11776423454285,1788.34375,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances()), ('ts', TangentSpace(metric='euclid')),
                ('ss', StandardScaler()), ('clf', SVC(C=0.01, gamma=1))])",0.01,1,rbf,scm,True,euclid,0.5,0.5086299884677501,0.5,0.5,455.2990026473999,167.7187156677246,1771.59765625,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='oas')),
                ('ts', TangentSpace(metric='logeuclid')),
                ('ss', StandardScaler(with_mean=False)),
                ('clf', SVC(C=0.01, gamma=1, kernel='linear'))])",0.01,1,linear,oas,False,logeuclid,0.8087313543387367,0.7805295299455196,0.7282394554010183,0.8049836527355332,455.2990026473999,185.52191352844238,1765.18359375,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
